,brand,model,processor,ram,memory,ratings,reviews,ram_version,display_inch,warranty,price
465,Lenovo,ThinkPad E14 Intel,Core i3 12th Gen 1215U,8,512,3.817 ,2,DDR4,14,1,48500
466,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
467,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
468,HP,Pavilion x360 Intel,Core i5 13th Gen 1335U,16,1,4.456 ,5,DDR4,14,1,79019
469,HP,Pavilion x360 Intel,Intel Core i7 13th Gen,16,512,4.36 ,2,DDR4,14,1,92490
470,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
471,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
472,Infinix,Y4 Max Series,Core i7 13th Gen 1355U,16,512,4.110 ,0,DDR4X,16,1,52990
473,Lenovo,V SERIES Intel,Core i5 12th Gen 1235U,8,512,4.47 ,0,DDR4,16,1,44000
474,Infinix,INBook X1 Pro Intel,Core i7 10th Gen 1065G7,16,512,,72,DDR4X,14,1,43490
475,ASUS,Vivobook Pro 15,Core i5 12th Gen 12450H,16,512,4.4189 ,23,DDR5,15.6,1,79999
476,HP,Spectre Folio Intel,Core i7 10th Gen 10510Y,16,512,,,DDR3,13.3,1,188990
477,Acer,Extensa 15 AMD Ryzen,Ryzen 3 Quad Core 7320U,8,512,4.2224 ,24,DDR5,15.6,1,29990
478,ASUS,Chromebook Flip Touch,Intel Celeron Dual Core N4020,4,32,,448,DDR4,11.6,1,29431
479,Acer,Predator Helios Neo,Core i7 14th Gen 14700HX,16,1,,,DDR5,16,1,149999
480,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
481,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
482,Lenovo,IdeaPad Slim 3,Core i3 11th Gen 1115G4,8,512,"4.22,988 ",234,DDR4,15.6,0212,35100
483,Apple,2022 MacBook AIR,2022 MacBook AIR Apple M2,8,256,"4.75,624 ",429,,13.6,1,96990
484,Lenovo,IdeaPad Slim 5,Core i7 12th Gen 1255U,16,512,4.225 ,3,DDR4,15.6,1,94000
485,MSI,Stealth 15 Intel Core,Core i7 13th Gen 13620H,16,1,,,DDR5,15.6,1,186990
486,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
487,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
488,HP,Intel Core i7,Core i7 12th Gen 1255U,16,512,,,DDR4,15.6,1,88990
489,DELL,Inspiron 5430 Intel,Intel Core i5 13th Gen,16,1,3.635 ,6,DDR5,14,,72400
490,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
491,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
492,Lenovo,IdeaPad Gaming 3,Core i5 11th Gen 11300H,8,512,,15,DDR4,15.6,1,49990
493,Acer,Aspire 3 14,Core i3 13th Gen N305,8,512,3.85 ,0,DDR5,14,1,33400
494,Infinix,X3 Slim Intel,Core i5 12th Gen 1235U,16,512,4.1928 ,142,DDR4X,14,1,36990
495,SAMSUNG,Galaxy Book4 Pro,Intel Core Ultra 5 125H,16,512,4.73 ,0,DDR5X,16,0211,141990
496,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
497,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
498,ASUS,Vivobook S 15,Core i7 13th Gen 13700H,16,512,4.333 ,2,DDR5,15.6,1,105990
499,DELL,Inspiron Intel Core,Core i5 11th Gen 1135G7,8,1,4.188 ,11,DDR4,15.6,1,51999
500,ASUS,X1500EA-EJ3379WS,Intel Core i3 11th Gen,8,512,4.130 ,1,DDR4,15.6,1,31990
501,Apple,2022 MacBook AIR,2022 MacBook AIR Apple M2,8,512,4.6163 ,5,,13.6,1,107990
502,ASUS,Vivobook Intel Celeron,Intel Celeron Dual Core N4020,8,512,3.813 ,0,DDR4,15.6,,27890
503,DELL,Intel Core i5,Core i5 11th Gen 11260H,16,512,4.1326 ,34,DDR4,15.6,0211,95999
504,Lenovo,IdeaPad Slim 5,Ryzen 7 Octa Core 7730U,16,512,4.718 ,4,DDR4,14,1,60190
505,DELL,Inspiron 5620 Intel,Core i5 12th Gen 1235U,16,512,,,DDR5,16,1,61990
506,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
507,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
508,Acer,Predator Helios 16,Core i9 14th Gen 14900HX,32,1,,,DDR5,16,1,249999
509,HP,15s (2023,Ryzen 5 Quad Core 7520U,16,512,4.342 ,1,DDR5,15.6,1,46990
510,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
511,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
512,Acer,Nitro 5 AMD,Ryzen 5 Hexa Core 5600H,16,1,4.5313 ,48,DDR4,15.6,,91499
513,DELL,Intel Core i5,DELL Intel Core i5 13450HX,8,512,4.73 ,1,DDR5,15.6,1,81402
514,DELL,Inspiron 5430 Intel,Intel Core i5 13th Gen,16,512,3.88 ,1,DDR5,14,,67990
515,DELL,Intel Core i3,Core i3 11th Gen 1115G4,8,256,4.1154 ,14,DDR4,14,1,34990
516,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
517,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
518,HP,AMD Ryzen 5,Ryzen 5 Quad Core 7520U,8,512,,,DDR5,14,1,44990
519,ASUS,Zenbook S 13,Core i7 13th Gen 1335U,16,,,1,DDR5,13.3,1,119990
520,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
521,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
522,HP,Intel Core i7,Core i7 13th Gen 1355U,32,1,,,DDR4X,13.5,1,152990
523,DELL,Inspiron AMD Ryzen,Ryzen 5 Hexa Core 5625U,8,512,,,DDR4,14,1,51990
524,HP,245G9 841W7PA,AMD Ryzen 3 Dual Core,8,512,4.1109 ,11,DDR4,14,1,26600
525,Lenovo,V14 Intel Core,Intel Core i3 11th Gen,8,256,,,DDR4,14,1,32000
526,ASUS,Vivobook 15X OLED,Ryzen 5 Hexa Core 7530U,16,1,3.77 ,2,DDR4,15.6,1,54990
527,Acer,Intel Core i5,Intel Core i5 9th Gen,8,1,,,DDR4,15.6,,49999
528,ASUS,TUF Gaming F17,Core i7 11th Gen 11800H,16,512,4.3245 ,33,DDR4,17.3,1,84990
529,Colorful,Evol P-15,Core i7 12th Gen 12650H,16,512,,,DDR5,15.6,2,79192
530,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
531,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
532,DELL,Intel Core i3,Core i3 12th Gen 1215U,8,512,3.845 ,8,DDR4,,1,34990
533,MSI,Prestige 13 Evo Intel,Core i7 13th Gen 1360P,16,1,4.18 ,4,DDR5,13.3,2,92990
534,HP,Victus Intel Core,Core i5 11th Gen 11400H,16,512,4.255 ,4,DDR4,16.1,1,57999
535,Lenovo,Intel Core i3,Core i3 13th Gen 1315U,8,512,,,DDR5,16,1,39990
536,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
537,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
538,Lenovo,IdeaPad Slim 5,Core i7 13th Gen 13620H,16,512,4.185 ,11,DDR5,14,,86190
539,Lenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
540,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
541,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
542,ASUS,TUF Gaming F17,Core i5 12th Gen 12500H,8,512,4.56 ,1,DDR4,17.3,1,69990
543,DELL,Intel Core i5,Core i5 11th Gen 1135G7,8,512,3.413 ,0,DDR4,15.6,1,46700
544,HP,Envy x360 Creator,Core i5 12th Gen 1230U,16,512,4.3155 ,21,DDR4X,,1,78500
545,Colorful,Evol P-15,Core i7 13th Gen 13620H,16,512,,,DDR5,15.6,2,89540
546,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
547,Apple,2023 MacBook Pro,MacBook Pro Apple M2 Max,32,1,,0,,14,1,282990
548,ASUS,Vivobook Go 14,Core i3 12th Gen N305,8,512,4.2164 ,19,DDR4,14,1,36990
549,HP,OMEN Intel Core,Core i5 13th Gen 13420H,16,512,4.270 ,11,DDR5,16.1,1,90990
550,Infinix,INBook X2 Plus Intel,Core i3 11th Gen 1115G4,8,256,4.2594 ,106,DDR4X,,1,25990
551,ASUS,Zenbook 14 Flip OLED,Core i5 13th Gen 1340P,16,512,4.413 ,4,DDR5,14,1,99990
552,ASUS,TUF Dash F15,Core i7 12th Gen 12650H,16,1,4.5216 ,22,DDR5,15.6,1,91500
553,ASUS,Chromebook Intel Celeron,Intel Celeron Dual Core N4500,4,64,"3.81,057 ",113,DDR4X,14,1,13990
554,ASUS,Vivobook S 15,Core i9 13th Gen 13900H,16,1,4.424 ,6,DDR5,15.6,1,109900
555,ASUS,Vivobook Intel Core,Core i3 12th Gen 1215U,8,512,4.3341 ,55,DDR4,15.6,0211,35980
556,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
557,MSI,Pulse 17 AI Intel,Intel Core Ultra 9 185H,32,1,,,DDR5,17,2,189990
558,HP,250 G9 Intel Celeron,Intel Celeron Dual Core N4500,8,256,,,DDR4,15.6,11,23690
559,ASUS,X1502ZA Intel Core,,8,512,,,DDR4,15.6,1,37990
560,Lenovo,IdeaPad 3 Intel,Core i3 11th Gen 1115G4,8,512,4.4324 ,40,DDR4,15.6,2,35700
561,Lenovo,Ideapad Intel Core,Core i5 11th Gen 11320H,16,512,,,DDR4,15.6,0211,54490
562,ASUS,Intel Core i7,Intel Core i7 12th Gen,16,512,,,DDR4,15.6,1,101899
563,Lenovo,IdeaPad Slim 3,Intel Celeron Dual Core N4020,8,256,3.36 ,0,DDR4,15.6,2,25899
564,ASUS,TUF Gaming F15,Core i5 10th Gen 10300H,8,512,"4.46,074 ",634,DDR4,15.6,1,52500
565,Acer,Aspire 7 Intel,Core i5 12th Gen 1240P,16,512,"4.31,170 ",121,DDR4,15.6,1,55490
566,Acer,Intel Core i5,Intel Core i5 11th Gen,8,512,4.380 ,7,DDR4,15.6,1,41190
567,Apple,2022 MacBook AIR,2022 MacBook AIR Apple M2,8,512,4.555 ,3,,13.6,1,107990
568,Lenovo,IdeaPad Slim 3,Ryzen 7 Octa Core 5700U,16,512,4.2424 ,41,DDR4,15.6,1,50990
569,HP,Spectre x360 Intel,Intel Core Ultra 7 155H,32,1,,,DDR5X,14,1,168990
570,WINGS,Nuvobook V1 Aluminium Alloy,Core i5 11th Gen 1155G7,8,512,"4.11,827 ",364,DDR4,15.6,1,29990
571,Acer,Extensa (2023,Ryzen 5 Quad Core 7520UThin and Light LaptopLPDDR5 RAM,8,512,"4.12,010 ",242,DDR5DDR5,15.6,1,32990
572,MSI,Stealth 16 AI Studio,Intel Core Ultra 7 155H,32,1,,,DDR5,16,2,199990
573,ASUS,ROG Strix G17,,16,1,4.712 ,5,DDR4,17.3,0191,132990
574,ASUS,TUF Gaming A15,,8,1,"4.31,187 ",118,DDR4,15.6,1,58949
575,HP,AMD Ryzen 5,Ryzen 5 Hexa Core 5500U,8,512,4.3583 ,54,DDR4,15.6,1,38990
576,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
577,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
578,HP,Victus AMD Ryzen,Ryzen 5 Hexa Core 5600H,16,512,4.3378 ,36,DDR4,15.6,1,53990
579,Acer,Aspire 3 Intel,Core i3 12th Gen 1215U,8,512,3.810 ,0,DDR5,15.6,1,33490
580,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
581,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
582,Lenovo,IdeaPad Gaming 3,Core i7 12th Gen 12700H,16,512,4.616 ,2,DDR4,16,1,97790
583,Lenovo,Intel Celeron Dual,Celeron Dual Core 4th Gen,8,256,3.7187 ,11,DDR4,15.6,1,18990
584,HP,15s Intel Core,Core i3 11th Gen 1115G4,8,1,4.1365 ,27,DDR4,15.6,1,37980
585,HP,Envy x360 Creator,Core i7 12th Gen 1250U,16,512,4.285 ,10,DDR4X,13.3,1,110700
586,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
587,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
588,DELL,Inspiron Intel Core,Core i5 11th Gen 1155G7,16,512,,16,DDR4,14,1,69749
589,Lenovo,Ideapad Gaming 3,Ryzen 5 Hexa Core 5600H,16,512,4.3824 ,79,DDR4,15.6,1,72000
590,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
591,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
592,Infinix,Y4 Max Series,Core i7 13th Gen 1355U,16,512,4.110 ,0,DDR4X,16,1,52990
593,Infinix,Y4 Max Series,Core i3 13th Gen 1315U,8,512,4.445 ,10,DDR4X,16,1,34990
594,DELL,Intel Core i5,Intel Core i5 11th Gen,8,512,3.840 ,4,DDR4,14,1,37990
595,DELL,G15 Intel Core,Core i5 12th Gen 12500H,16,512,4.1287 ,30,DDR5,,1,72400
596,HP,Envy Intel Core,Core i5 11th Gen 1135G7,16,512,,6,DDR4,13.3,1,99203
597,Lenovo,IdeaPad Slim 5,Core i7 13th Gen 13620H,16,512,4.185 ,11,DDR5,14,,86190
598,Infinix,Y4 Max Series,Core i3 13th Gen 1315U,8,512,4.429 ,11,DDR4X,16,1,34990
599,Lenovo,V15 AMD Ryzen,Ryzen 5 Hexa Core 5500U,8,512,3.772 ,7,DDR4,15.6,1,34980
600,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
601,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
602,DELL,Inspiron AMD Ryzen,Ryzen 5 Hexa Core 5625U,8,512,,,DDR4,14,1,51990
603,ASUS,Vivobook Ultra 14,Core i3 11th Gen 1115G4,8,512,4.3581 ,65,DDR4,14,1,36500
604,ASUS,VivoBook K15 OLED,,16,512,"4.31,649 ",184,DDR4,15.6,1,63990
605,ASUS,Intel Pentium Quad,Intel Pentium Quad Core N5030,4,1,"3.75,835 ",835,DDR4,15.6,1,21800
606,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
607,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
608,HP,Intel Core i5,Core i5 13th Gen 1335U,8,512,4.2306 ,33,DDR4,15.6,1,55990
609,DELL,Inspiron Intel Core,Core i5 11th Gen 1135G7,8,512,4.1211 ,21,DDR4,15.6,1,47890
610,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
611,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
612,Infinix,ZERO BOOK Series,Core i5 12th Gen 12500H,16,512,4.2121 ,23,DDR5,15.6,1,52990
613,Lenovo,ThinkPad E14 Intel,Core i3 12th Gen 1215U,8,512,3.817 ,2,DDR4,14,1,48500
614,ASUS,Vivobook Pro 15,Ryzen 5 Hexa Core 5600HS,16,512,3.810 ,1,DDR4,15.6,1,56999
615,Lenovo,IdeaPad Slim 5,Ryzen 7 Octa Core 7730U,16,512,4.718 ,4,DDR4,14,1,60190
616,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
617,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
618,DELL,Inspiron 5620 Intel,Core i5 12th Gen 1235U,16,512,,,DDR5,16,1,61990
619,SAMSUNG,Galaxy Book4 Pro,Intel Core Ultra 7 155H,16,512,4.73 ,1,DDR5X,16,0211,149990
620,ASUS,ROG Strix G15,Ryzen 7 Octa Core 6800HS,16,1,4.3577 ,57,DDR5,15.6,1,94999
621,Lenovo,IdeaPad 1 AMD,Ryzen 5 Quad Core 3500U,8,512,4.2805 ,82,DDR4,15.6,2,35990
622,HP,AMD Ryzen 5,5 Quad Core R5 5500,8,512,3.847 ,5,DDR4,14,1,47990
623,HP,OMEN Intel Core,Core i7 12th Gen 12700H,16,1,,,DDR5,16.1,0211,122990
624,Lenovo,IdeaPad Slim 1,Ryzen 5 Quad Core 7520U,8,512,4.166 ,4,DDR5,15.6,0211,39990
625,HP,Victus Intel Core,Core i5 12th Gen 12450H,8,512,4.230 ,4,DDR4,15.6,1,57490
626,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
627,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
628,MICROSOFT,Surface Pro 9,Core i7 12th Gen 1255U,32,1,,,DDR5,13,1,261990
629,Acer,Intel Core i5,Intel Core i5 11th Gen,16,512,4.253 ,2,DDR4,15.6,1,46499
630,SponsoredLenovo,IdeaPad Flex 5,Core i7 13th Gen 1355U,16,512,4.816 ,2,DDR4X,14,0211,77190
631,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
632,Lenovo,Yoga Slim 7,Intel Core Ultra 7 155H,32,1,,,DDR5X,14,1,107990
633,DELL,G15 Intel Core,Core i5 12th Gen 12500H,16,512,4.1287 ,30,DDR5,,1,72400
634,ASUS,VivoBook 15 (2022,Core i5 11th Gen 1135G7,8,1,"4.33,938 ",330,DDR4,15.6,0191,48500
635,ASUS,Vivobook Pro 15,Ryzen 7 Octa Core 5800HS,16,512,4.420 ,2,DDR4,15.6,0211,73990
636,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
637,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
638,ASUS,Zenbook S 13,Core i7 13th Gen 1335U,16,,,1,DDR5,13.3,1,119990
639,ASUS,TUF Gaming F15,Core i7 12th Gen 12700H,16,51,4.4220 ,21,DDR4,15.6,1,99990
640,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
641,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
642,HP,Laptop AMD Ryzen,Ryzen 3 Quad Core 5300U,8,512,4.574 ,10,DDR4,15.6,1,35055
643,HP,Victus AMD Ryzen,Ryzen 7 Octa Core 5800H,16,512,4.526 ,0,DDR4,15.6,1,68990
644,MSI,Modern 14 Intel Core,Core i5 13th Gen 1335U,8,512,4.152 ,6,DDR4,14,1,49990
645,Lenovo,IdeaPad 3 Intel,Core i3 11th Gen 1115G4,8,512,"4.41,092 ",113,DDR4,15.6,0192,35100
646,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
647,Acer,Extensa 15 AMD Ryzen,Ryzen 3 Quad Core 7320U,8,512,4.2224 ,24,DDR5,15.6,1,29990
648,HP,Victus Intel Core,Core i5 12th Gen 12450H,8,512,4.3372 ,37,DDR4,15.6,1,58990
649,ASUS,Vivobook Go 14,Intel Celeron Dual Core N4500,8,256,3.9153 ,10,DDR4,14,1,27990
650,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
651,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
652,HP,250 G8 Intel Core,,8,1,3.85 ,0,DDR4,15.6,,49990
653,HP,14s AMD Ryzen,AMD Ryzen 3 Quad Core,8,512,4.5898 ,177,DDR4,14,1,43999
654,SAMSUNG,Galaxy Book3 Pro,Core i5 13th Gen 1340P,16,512,,,DDR5,16,1,145990
655,HP,Envy x360 (2023,Ryzen 5 Hexa Core 7530U,16,512,,,DDR4X,15.6,1,81990
656,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
657,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
658,DELL,Alienware Intel Core,Core i7 12th Gen 12700H,32,1,,,DDR5,17.3,1,237890
659,Acer,Predator Helios Neo,Core i9 14th Gen 14900HX,16,1,,,DDR5,16,1,179999
660,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
661,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
662,HP,Victus AMD Ryzen,Ryzen 5 Hexa Core 5600H,8,512,,,DDR4,15.6,1,55990
663,HP,Intel Core i7,Core i7 13th Gen 1355U,16,512,,,DDR4X,13.5,1,159999
664,HP,OMEN ARM Ryzen,ARM Ryzen 7 Octa Core,16,512,,,DDR5,16.1,1,129490
665,ASUS,Vivobook S 14,,8,512,4.45 ,0,DDR4,14.1,1,57990
666,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
667,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
668,HP,Victus AMD Ryzen,Ryzen 5 Hexa Core 5600H,16,512,,3,DDR4,15.6,1,59490
669,HP,15s (2023,Core i3 13th Gen 1315U,8,512,4.2228 ,23,DDR4,15.6,1,44990
670,Infinix,X1 Slim Series,Core i5 10th Gen 1035G1,8,512,4.1959 ,132,DDR4X,14,1,41990
671,SAMSUNG,Galaxy Book3 Pro,Core i7 13th Gen 1360P,16,1,4.114 ,1,DDR5,14,1,140990
672,HP,250 G8 Intel Core,Intel Core i3 11th Gen,8,512,3.8241 ,26,DDR4,15.6,1,32790
673,ASUS,X1504ZA Intel Core,,8,512,,2,DDR4,15.6,,35690
674,Acer,Aspire AMD Ryzen,Ryzen 5 Quad Core 3500U,8,512,4.3389 ,43,DDR4,15.6,1,34200
675,DELL,Latitude Intel Core,Core i3 11th Gen 1115G4,8,512,,,DDR4,14,1,32500
676,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
677,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
678,DELL,AMD Ryzen 7,,16,512,4.114 ,2,DDR5,,1,91991
679,HP,Envy x360 Creator,Core i5 12th Gen 1230U,8,512,4.493 ,16,DDR4X,13.3,1,81990
680,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
681,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
682,Infinix,Y4 Max Series,Core i7 13th Gen 1355U,16,512,4.110 ,0,DDR4X,16,1,52990
683,Lenovo,Legion Intel Core,Core i9 14th Gen 14900HX,32,1,,,DDR5,16,0211,374990
684,DELL,Vostro AMD Ryzen,Ryzen 5 Hexa Core 5625U,16,512,4.511 ,0,DDR4,14,1,56590
685,ASUS,VivoBook K15 OLED,Core i3 11th Gen 1115G4,8,256,"4.41,721 ",272,DDR4,15.6,0211,39400
686,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
687,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
688,DELL,AMD Ryzen 3,,8,512,4.211 ,0,DDR4,15.6,1,35190
689,ASUS,Vivobook 16X AMD,,16,512,4.559 ,4,DDR4,16,1,57000
690,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
691,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
692,DELL,Inspiron 15 3520,i5 12th Gen Core i5,8,512,3.515 ,3,DDR4,15.6,0211,48889
693,HP,15s Intel Core,Core i3 11th Gen 1115G4,8,512,"4.312,221 ",944,DDR4,15.6,1,42999
694,ASUS,ZenBook 13 Intel Core,Core i5 8th Gen 8250U,8,256,4.5517 ,92,DDR3,13.3,1,51840
695,Acer,Predator Neo (2023,Core i7 13th Gen 13700HX,16,1,4.5570 ,62,DDR5,16,1,119999
696,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
697,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
698,Lenovo,IdeaPad Slim 1,Ryzen 5 Quad Core 7520U,8,512,4.166 ,4,DDR5,15.6,0211,39990
699,ASUS,ROG Flow X16,Ryzen 7 Octa Core 6800HS,16,1,4.510 ,2,DDR5,16,1,129990
700,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
701,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
